"","M1_TF1","M1_TF2","M1_TF3","M1_TF4","M1_TF5","M1_TF6","M1_TF7","M1_TF8","M1_TF9","M1_TF10","M1_TF11","M2_TF1","M2_TF2","M2_TF3","M2_TF4","M3_TF1","M3_TF2","M3_TF3","M3_TF4","M3_TF5","M4_TF1","M4_TF2","M5_TF1","M5_TF2","M5_TF3","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell154",101,136,82,93,39,108,53,82,63,85,70,0,0,0,0,135,140,150,48,99,100,57,0,0,0,53,104,67,0,0,0,108,66,65,0,62,0,13,77,0,16,95,18,61,117,0,108,0,0,56,147,57,48,63,72,47,47,0,128,77,68,116,79,54,132,59,69,8,24,0,52,110,0,61,127,84,103,90,94,82,33,0,83,94,83,40,121,127,0,117,175,75,78,96,171,64,164,0,92,3,61,0,99,0,68,72,59,0,2,91,61,106,72,133,0,0,0,62,106,74,0,85,110,129,102,134,60,75,16,72,130,69,61,37,121,88,100,47,74,53,0,67,103,0,52,137,85,139,0,128,102,0,0,0,75,56,106,69,0,0,0,91,0,46,0,0,4,114,56,49,75,43,0,0,83,100,51,76,82,0,43,0,0,0,58,106,43,0,121,0,0,0,0,36,0,2,7,115,85,96,53,42,90,10,0,68,8,10,51,78,80,146,59,119,109,96,116,63,44,9,0,64,108,63,26,51,60,56,48,4,102,70,65,3,0,140,0,65,58,63,114,58,0,0,80,73,92,71,82,0,137,125,51,5,0,55,82,76,0,163,105,98,66,76,117,60,119,116,0,72,67,145,0,94,0,152,69,97,0,47,100,104,61,0,3,0,103,102,5,0,0,48,56,12,67,66,54,122,3,79,3,9,116,9,169,76,75,0,134,70,69,72,91,0,0,52,0,88,0,0,0,0,30,67,35,44,0,41,65,52,135,72,0,83,64,93,84,71,92,63,2,42,97,0,0,0,0,0,32,0,91,2,72,37,0,0,117,70,0,39,0,0,13,17,87,71,96,58,47,110,80,117,72,124,111,111,0,90,0,120,109,100,166,46,22
"cell155",0,7,6,1,0,0,0,0,0,1,0,0,0,0,0,11,24,28,15,17,16,10,8,8,11,4,17,8,0,0,0,28,10,10,1,22,2,10,6,0,0,19,11,9,20,0,18,0,3,9,18,12,7,4,9,10,5,0,14,10,9,18,13,19,20,11,19,3,8,2,12,19,8,10,11,8,20,17,16,14,13,8,13,16,19,5,19,20,1,27,11,11,14,21,21,7,23,0,10,12,19,2,21,1,7,15,4,0,10,8,7,13,11,17,12,0,1,9,9,12,0,14,22,33,11,9,14,12,2,11,14,13,8,12,14,23,7,8,11,12,1,10,31,0,13,19,10,14,0,23,13,0,0,1,20,5,16,9,2,12,7,13,0,12,0,0,0,18,1,16,5,8,0,0,11,14,11,18,10,9,13,0,0,0,11,17,4,0,25,0,1,0,0,15,2,5,0,25,13,11,13,6,13,6,0,15,0,0,7,19,13,13,28,13,10,16,28,17,15,3,0,10,15,5,6,13,6,4,8,3,21,15,21,0,1,13,6,7,11,15,15,9,0,3,17,9,17,17,8,0,32,14,14,1,0,16,20,9,0,31,22,18,9,13,18,16,23,17,0,16,9,23,0,33,0,31,15,15,4,10,27,27,15,0,13,18,0,1,8,18,16,4,1,8,16,9,9,16,4,21,1,7,18,0,23,27,23,0,19,13,15,11,17,15,16,11,0,17,5,7,0,9,9,15,4,3,0,10,13,5,24,12,1,10,10,16,13,14,11,10,1,8,3,13,2,0,18,0,5,8,1,4,1,9,0,0,19,16,0,18,0,0,7,9,19,16,30,12,8,10,17,12,21,7,6,19,0,17,0,18,16,15,21,10,5
"cell156",5,11,10,14,5,1,8,12,6,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,7,2,4,6,5,18,4,0,10,14,7,16,5,0,12,0,0,21,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,19,0,18,0,9,12,0,0,0,0,0,0,0,0,3,0,0,11,0,3,0,14,16,0,0,0,0,1,0,0,12,0,14,0,15,0,13,0,0,0,11,9,0,0,0,0,0,12,1,11,0,0,0,7,0,6,21,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,6,10,0,6,0,0,0,0,5,4,14,16,10,2,7,2,8,0,0,0,0,1,11,1,1,10,12,1,4,3,1,0,7,2,4,15,0,1,9,6,3,7,0,1,1,23,1,9,0,12,20,8,18,13,14,6,6,9,7,5,2,0,1,21,4,0,9,29,1,12,4,6,11,5,1,14,1,2,0,14,7,6,17,1,0,6,0,1,10,12,13,0,8,7,7,0,16,0,0,0,0,0,21,16,0,0,0,0,1,3,3,7,2,17,18,7,3,5,2,8,0,2,6,5,5,2,2,9,0,5,3,12,12,9,24,2,4,0,3,0,11,2,1,10,0,0,8,17,0,0,0,7,8,0,15,12,4,6,13,5,5,7,11,1,8,7,19,8,10,2,9,13,1,0,5,2,0,22,0,0,0,0,5,8,0,1,7,1,5,1,22,2,1,3,5,7,5,0,7,7,8,5,12,0,4,3,14,13,4,12,0,15,2,4,14,19,0,14,11,0,9,6,7,9,3,1,10,0,0,11,7,0,17,0,2,12,0,9,0,23,10,24,17,5,1
"cell157",83,49,66,29,40,37,26,46,23,47,33,0,0,0,0,55,67,58,22,49,30,28,1,2,0,8,51,39,4,0,0,69,22,20,5,19,0,2,52,0,18,46,1,42,41,0,64,0,0,37,49,48,28,30,29,29,24,0,73,50,21,61,34,34,64,45,18,5,29,0,19,53,0,35,59,31,45,41,35,108,30,0,61,66,19,16,69,55,0,57,67,47,36,36,75,37,65,0,20,5,48,0,41,0,29,55,21,0,0,67,33,42,12,72,3,0,0,40,44,18,0,47,29,40,45,46,26,45,0,40,26,49,35,39,57,56,33,33,32,24,2,21,31,0,23,33,34,77,0,48,41,0,0,2,26,32,55,27,0,1,0,26,0,19,0,10,0,38,35,30,25,46,0,0,27,35,41,26,40,0,47,4,0,0,32,49,11,0,46,0,0,0,0,25,0,7,0,41,38,28,28,45,41,5,0,44,0,0,36,48,25,31,77,49,41,24,59,17,28,11,0,42,52,29,21,39,8,29,34,0,46,26,33,3,1,48,7,32,20,23,26,38,0,0,48,53,58,30,64,0,71,47,8,2,0,26,33,49,0,34,64,41,36,41,66,45,47,62,0,21,29,66,1,44,0,64,39,35,3,37,61,47,33,0,4,0,62,33,1,7,0,7,25,6,47,42,37,22,0,40,0,12,42,2,40,51,61,0,56,38,42,41,10,0,0,31,0,33,0,0,0,0,20,41,7,10,0,26,25,32,41,24,0,35,37,39,36,13,38,32,0,26,57,6,0,0,0,0,19,0,33,0,30,21,0,0,62,42,3,42,0,0,16,4,62,24,45,16,14,67,57,75,57,39,56,40,0,47,0,39,45,64,71,38,9
"cell158",5,8,5,3,0,3,0,4,2,5,1,0,0,0,0,13,28,24,4,18,4,27,12,8,19,12,24,13,4,0,0,35,10,15,2,23,3,10,28,0,8,24,8,19,19,0,25,1,2,12,30,27,17,10,2,12,11,0,33,16,18,24,18,6,32,15,16,2,13,3,25,33,1,22,30,26,19,21,22,34,7,1,21,29,16,15,17,22,0,18,23,20,10,26,28,9,19,1,11,3,13,5,21,2,11,14,10,1,1,18,13,20,4,20,1,2,0,14,14,4,1,17,25,28,25,23,10,12,2,15,21,17,8,11,23,24,17,16,5,9,0,18,17,3,22,18,15,23,0,32,14,0,0,0,15,24,20,3,1,7,5,18,0,12,0,7,0,14,3,18,19,13,0,0,14,13,9,24,19,0,14,0,0,0,19,33,15,0,24,0,0,0,0,5,9,6,2,42,21,35,14,8,28,6,0,17,4,0,13,14,22,25,13,25,27,20,26,14,13,4,0,11,30,21,9,11,9,4,21,1,42,16,17,7,7,16,21,14,12,18,16,3,0,3,20,11,28,20,22,0,26,30,12,0,1,11,20,12,0,33,29,25,12,27,39,22,27,27,0,15,19,26,0,26,0,36,18,15,4,17,24,19,14,0,27,22,3,4,19,13,14,0,0,29,17,11,22,22,1,23,0,5,27,0,9,25,13,0,41,18,5,11,15,15,5,8,1,14,6,6,0,17,9,12,6,9,0,7,26,8,43,19,0,16,21,23,7,6,21,20,2,9,14,23,0,0,13,0,15,8,0,0,7,20,1,0,24,24,1,16,0,0,13,2,19,16,34,12,5,5,7,34,24,1,33,13,0,10,0,21,20,29,27,11,1
"cell159",36,40,38,36,20,36,18,32,40,31,23,0,0,0,0,33,74,50,13,84,26,24,7,10,1,42,82,28,3,0,0,61,21,18,0,21,0,4,27,0,4,40,5,38,43,0,50,1,0,39,54,48,15,32,18,28,44,0,66,23,37,60,39,32,33,30,27,8,18,0,37,46,0,33,55,33,69,47,41,77,22,3,62,41,37,27,37,45,0,51,78,35,38,29,57,42,111,2,58,0,50,0,40,0,35,41,29,0,6,27,25,44,10,41,0,0,0,45,44,35,1,35,53,51,52,45,36,42,1,40,38,32,29,39,73,42,14,27,24,33,7,32,30,0,25,56,59,53,0,39,48,0,0,0,29,24,53,30,0,10,0,59,0,9,0,1,4,50,14,44,37,27,0,0,40,43,23,39,40,0,38,0,0,0,31,45,17,0,76,0,0,0,0,16,0,2,0,49,40,48,44,27,57,1,0,35,0,0,20,39,42,44,48,50,51,52,61,16,24,0,0,52,60,24,10,45,15,33,35,0,50,46,61,0,6,51,1,47,24,21,56,35,0,0,71,41,53,47,35,0,77,54,40,4,0,42,45,50,0,40,53,52,31,37,49,23,42,32,0,41,33,75,0,26,0,72,35,27,0,33,53,65,36,0,18,14,20,61,16,12,6,9,16,18,67,37,31,57,2,34,2,9,37,2,34,62,31,0,70,35,37,35,16,0,2,21,0,36,0,0,0,0,30,32,13,17,0,28,38,24,54,35,3,29,38,41,43,16,37,25,0,31,34,11,0,0,0,2,21,0,37,8,35,18,0,0,64,31,0,35,0,0,22,9,39,31,41,22,15,70,50,77,44,31,27,45,0,39,0,40,40,65,77,15,9
"cell160",45,58,44,68,25,43,40,52,23,40,40,0,0,0,0,76,106,65,30,66,51,51,12,17,0,32,40,35,1,0,0,63,37,29,0,34,0,4,49,0,7,83,11,43,98,0,69,2,0,50,84,41,37,20,34,55,34,0,90,35,38,76,65,30,75,31,28,5,31,0,29,64,0,42,66,78,66,57,80,69,16,0,56,72,58,23,68,67,0,69,113,40,59,47,100,29,97,0,67,4,54,0,65,0,33,45,54,0,1,32,37,42,33,90,0,0,0,32,58,30,0,59,80,86,68,50,44,35,4,39,54,45,41,49,77,66,57,14,76,27,0,28,82,0,30,76,33,97,0,75,61,0,0,0,25,42,34,33,0,6,0,72,0,51,0,0,7,74,27,26,61,41,0,0,26,54,54,26,51,0,24,2,1,0,34,77,19,0,78,0,0,0,0,38,0,5,2,83,86,41,56,39,56,4,0,35,10,3,33,56,30,75,43,54,79,62,74,29,33,2,0,40,55,30,21,38,24,20,40,3,68,50,49,2,0,83,0,45,34,56,62,54,0,0,58,55,61,48,43,0,101,71,21,7,0,44,53,45,0,104,61,67,43,46,93,51,57,84,0,56,44,75,0,69,0,96,69,60,1,23,65,69,27,0,22,7,51,69,8,19,8,19,27,2,74,30,43,59,2,32,6,2,68,3,97,54,85,0,89,28,43,37,27,0,0,45,0,52,0,0,0,0,22,35,13,31,0,37,29,19,105,41,0,55,40,43,29,30,39,21,2,37,77,10,0,0,0,0,25,0,35,1,26,31,0,0,67,35,0,49,0,0,3,6,80,51,50,56,31,82,47,72,53,63,78,43,0,50,0,54,76,97,103,33,20
"cell161",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,7,43,47,14,36,34,26,8,17,41,15,31,1,10,0,0,10,2,3,0,16,0,0,15,0,10,24,3,7,20,0,25,0,3,21,23,19,13,14,15,28,18,0,34,15,33,29,28,23,41,30,18,1,19,0,16,33,0,15,32,20,25,25,22,23,21,0,41,20,23,3,20,22,0,6,23,14,18,20,29,18,41,2,23,1,26,3,19,0,25,24,10,0,1,14,11,27,9,31,0,3,0,23,12,17,1,19,17,32,16,28,17,22,0,10,16,10,15,21,40,30,17,10,27,21,0,20,16,0,22,12,20,32,0,29,17,0,0,1,9,5,7,1,11,30,8,25,0,18,3,21,3,15,18,6,16,4,8,6,1,22,4,10,20,19,1,23,0,2,5,23,3,0,34,0,0,0,0,19,0,11,15,24,35,20,11,7,11,12,2,6,3,20,22,15,3,29,25,14,37,15,16,16,5,23,2,16,44,2,12,17,5,9,17,20,35,2,23,0,0,35,0,14,20,16,29,12,0,0,27,6,11,5,4,0,27,21,7,7,1,14,17,3,0,14,3,11,12,14,6,17,15,26,0,10,6,49,6,18,13,19,27,20,10,0,19,23,23,0,37,14,0,0,24,18,28,0,0,10,18,17,6,7,20,8,10,25,29,9,31,5,27,7,18,6,12,18,7,36,15,11,10,2,30,18,17,34,14,9,1,0,17,4,8,5,37,12,5,0,5,3,11,4,21,9,12,8,0,24,4,0,0,0,9,0,12,1,0,12,0,18,25,37,0,26,0,0,10,10,7,18,23,14,3,7,14,27,23,24,30,29,0,28,0,22,36,29,20,12,3
"cell162",23,35,31,40,14,32,18,25,9,30,14,0,0,0,0,17,39,18,13,26,0,0,0,0,0,11,30,16,0,0,0,41,12,9,0,28,0,6,11,0,3,22,2,8,28,0,40,0,1,29,31,20,5,20,17,19,9,0,32,30,15,39,18,12,25,14,17,10,20,0,32,14,0,23,31,28,19,16,33,30,13,0,33,22,18,18,24,26,0,43,44,23,30,21,48,21,51,0,20,0,26,0,37,0,15,13,19,0,1,8,15,32,9,23,0,0,0,13,13,16,0,19,40,30,27,15,19,21,0,23,24,21,14,20,28,19,11,9,28,13,0,14,44,0,19,25,23,35,0,41,31,0,0,0,9,6,21,20,0,0,0,36,0,17,0,0,0,19,15,12,17,17,0,0,15,25,24,9,23,0,11,0,0,0,26,27,21,0,42,0,0,0,0,19,0,4,0,38,19,16,27,12,16,4,0,28,0,0,11,24,20,21,26,47,41,25,27,17,8,1,0,16,23,24,9,29,15,7,35,0,19,18,35,0,0,51,1,25,25,27,35,39,0,0,22,15,24,27,18,0,33,31,17,0,0,12,26,31,0,28,28,25,11,25,24,20,24,13,0,16,8,37,0,38,0,44,19,26,1,15,36,38,14,0,0,0,22,32,0,0,0,15,29,0,26,18,27,38,0,21,0,4,28,0,33,20,24,0,43,22,29,27,19,0,0,20,0,26,0,0,0,0,13,37,15,12,0,18,20,8,54,22,1,28,16,23,11,12,15,13,0,6,39,0,0,0,3,2,2,0,18,5,14,5,0,0,27,11,0,14,0,3,7,3,21,20,20,15,10,46,22,41,28,25,26,36,0,25,0,24,39,33,37,18,2
"cell163",0,0,0,0,0,0,0,0,0,0,0,5,1,8,3,2,1,2,1,1,10,4,7,14,14,10,11,0,7,0,0,1,0,0,0,6,0,3,7,1,14,3,8,1,10,0,13,0,1,13,10,12,7,4,5,9,4,0,15,10,10,14,8,10,18,8,3,8,7,0,7,9,2,7,17,10,10,13,5,13,9,1,12,15,11,6,12,7,0,8,19,10,5,9,14,7,21,0,5,3,6,4,18,0,7,13,5,0,1,12,4,10,2,16,3,7,0,13,12,4,0,13,13,15,12,18,19,8,0,9,9,7,8,7,10,12,12,9,20,8,0,10,15,4,6,12,5,20,0,14,9,1,6,6,0,0,0,0,7,12,7,0,0,2,6,13,7,0,3,0,0,0,10,15,0,1,0,0,1,14,0,8,0,4,0,1,0,5,13,6,6,0,2,7,0,8,6,2,4,1,1,0,0,22,0,0,9,11,1,1,0,0,6,0,0,6,0,0,0,18,13,1,6,0,0,0,0,0,0,15,8,0,1,0,0,6,8,8,9,7,11,11,0,0,19,8,0,0,0,5,1,0,0,10,16,0,3,0,13,1,0,0,1,1,0,0,0,3,4,1,0,18,13,2,20,0,0,1,8,0,3,1,0,4,15,12,0,0,14,11,12,0,0,11,1,3,0,0,12,0,10,21,13,4,0,0,6,13,0,0,0,0,0,9,7,3,14,1,18,10,12,11,0,0,0,1,19,0,0,0,3,2,8,0,0,0,5,0,0,0,17,0,0,16,10,1,0,0,3,0,6,3,0,2,0,23,15,17,0,0,3,0,5,7,0,8,5,1,4,3,0,6,3,9,8,15,0,16,0,12,15,14,22,5,2
"cell164",0,0,0,0,0,0,0,0,0,0,0,2,7,1,2,4,9,18,2,9,13,13,13,7,19,7,17,0,2,0,0,0,0,1,0,6,0,0,11,1,12,10,2,1,14,0,9,0,2,5,21,18,9,3,9,22,7,0,21,10,14,13,11,16,23,11,5,1,12,0,8,13,0,14,23,12,15,17,16,20,6,0,21,13,7,6,16,14,0,10,22,19,8,14,19,12,29,0,8,0,12,0,21,0,11,12,12,0,1,23,10,15,13,23,0,2,0,8,25,16,0,11,17,16,16,20,11,7,0,13,14,9,12,16,14,9,9,10,9,9,0,7,17,0,10,13,8,16,0,12,15,0,0,1,0,0,0,1,6,19,8,17,1,7,5,14,5,1,2,0,0,0,19,10,0,17,1,1,7,16,0,11,0,2,0,11,0,0,28,0,1,0,0,4,1,8,18,4,6,6,3,2,4,20,0,0,11,24,4,3,5,3,14,0,3,6,2,1,0,20,6,10,14,0,0,4,0,0,7,12,11,1,6,0,1,14,1,17,10,19,16,21,0,0,15,12,0,0,0,6,6,2,0,7,8,1,2,2,6,1,0,1,1,2,3,0,0,17,1,2,0,18,14,2,20,2,4,2,18,0,9,2,5,0,17,18,0,1,21,8,23,0,0,9,4,12,0,1,13,1,10,15,17,8,1,0,5,21,7,0,0,1,0,10,7,3,14,0,17,23,14,16,0,0,0,3,20,0,0,0,7,0,11,0,0,1,2,0,0,0,21,0,0,7,6,0,0,0,6,0,1,2,0,2,0,15,19,24,0,6,0,0,4,11,1,13,15,4,2,0,4,24,6,12,15,22,0,10,0,17,9,27,20,10,0
"cell165",0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,10,17,13,6,21,9,21,12,11,14,12,11,0,8,0,0,0,0,1,0,8,0,1,6,0,9,10,0,4,31,0,12,0,1,10,10,15,8,3,10,12,0,0,23,7,8,12,6,6,23,13,12,2,4,0,14,15,0,9,12,9,16,18,13,34,18,2,19,16,9,7,9,16,0,24,21,14,14,11,23,5,20,0,16,0,6,0,16,0,7,13,12,0,1,17,9,11,10,12,0,3,0,4,11,16,2,14,20,23,9,15,10,4,0,16,20,14,15,13,16,22,10,2,10,13,0,9,17,0,10,6,15,17,0,7,25,0,0,0,1,0,2,0,7,17,10,20,0,5,2,13,9,2,2,0,2,2,25,6,0,7,0,3,3,15,0,10,0,3,2,12,0,0,19,0,0,0,0,6,0,16,14,12,8,14,2,0,3,15,0,1,5,17,6,8,2,0,11,5,8,7,3,7,0,27,7,9,13,0,2,2,0,1,0,13,19,0,3,0,0,23,1,16,9,13,16,19,0,0,19,8,3,1,0,7,4,4,1,15,18,3,7,3,9,5,3,3,0,4,8,2,0,10,1,2,0,32,13,5,23,1,0,7,3,0,9,15,2,0,11,12,0,1,19,21,27,0,0,14,6,15,0,1,7,0,6,16,13,6,2,0,5,13,12,0,2,6,2,23,12,2,15,4,27,6,12,11,1,0,0,1,13,0,0,0,13,6,7,0,0,0,1,0,3,0,22,0,0,10,17,0,2,0,5,0,11,2,0,1,0,7,24,15,0,2,0,0,10,10,0,20,5,6,6,7,3,18,13,11,14,19,0,9,0,12,18,17,25,9,1
"cell166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,12,3,16,12,14,9,2,21,6,5,1,7,0,0,7,1,6,0,7,0,0,10,0,14,13,1,2,13,0,23,0,2,19,16,22,12,6,10,18,8,0,16,15,14,32,13,10,19,10,18,3,9,0,16,18,1,25,14,15,17,17,21,17,16,1,27,14,15,8,19,20,0,14,29,8,13,12,17,15,24,0,15,0,11,0,19,0,10,12,11,0,0,16,9,18,7,24,1,2,0,8,12,9,0,11,18,12,21,22,13,10,1,15,6,12,12,12,18,18,9,4,5,5,1,8,20,0,6,12,14,24,0,13,19,0,0,3,5,1,1,1,9,19,4,27,0,13,9,11,7,5,3,3,8,0,9,6,0,9,0,3,4,10,0,26,0,1,4,11,0,0,28,0,0,0,0,6,0,6,10,10,17,12,9,0,4,11,0,2,11,16,6,13,2,9,8,10,9,6,1,9,1,10,1,10,13,1,5,6,0,10,12,14,20,0,10,0,0,10,0,6,5,11,9,14,0,0,23,7,1,0,0,12,4,0,0,10,13,2,9,7,1,13,0,1,6,5,15,3,3,8,2,0,1,18,16,15,9,3,1,5,4,0,24,17,4,0,12,11,0,0,14,13,11,0,0,6,20,12,3,0,21,3,12,10,18,11,1,0,15,17,7,0,3,9,0,16,7,5,17,3,22,13,17,23,4,6,0,4,22,0,0,0,26,2,8,0,5,0,6,0,2,0,7,1,0,17,5,0,2,1,9,0,8,0,0,5,0,9,25,7,0,15,0,0,11,10,4,17,20,8,7,4,13,19,16,15,10,15,0,15,0,20,22,23,26,10,1
"cell167",7,5,1,1,0,3,0,3,1,3,1,0,0,0,0,22,60,23,20,28,32,40,21,15,24,20,29,22,0,0,0,47,14,11,3,21,0,1,14,0,4,22,0,9,28,0,17,0,1,28,22,13,11,8,14,26,27,0,56,15,26,42,28,21,36,30,20,1,15,0,14,38,0,26,34,33,30,21,14,28,15,0,35,26,25,6,32,43,0,32,31,13,27,16,48,30,43,0,19,0,30,0,31,0,27,26,15,0,1,15,15,35,14,63,1,0,0,22,23,10,0,21,30,47,39,28,33,29,0,33,29,32,30,23,40,27,19,15,23,22,0,5,47,4,27,25,21,28,0,37,26,0,0,0,18,7,21,14,2,31,11,32,0,29,0,0,0,33,11,15,19,21,2,0,16,24,32,20,15,10,23,0,0,0,20,26,13,0,48,0,0,0,0,17,0,11,0,38,36,21,18,24,29,3,0,27,6,0,32,26,27,26,20,29,22,27,29,11,16,1,0,13,37,23,5,14,13,13,20,6,44,9,26,0,0,29,0,28,23,38,19,35,0,3,32,30,29,28,19,0,39,43,20,1,0,25,28,46,0,36,42,32,23,27,31,27,21,34,0,19,20,31,0,34,0,32,23,11,0,10,26,42,19,0,23,19,2,9,26,31,24,3,4,14,33,24,22,34,1,16,0,7,27,7,16,21,17,0,26,11,24,15,13,20,24,23,2,23,2,11,3,7,9,13,10,9,0,12,21,7,30,11,0,27,16,21,18,24,29,14,0,7,7,18,0,0,0,0,20,0,25,2,16,15,0,0,38,29,2,17,0,0,27,11,37,26,34,21,7,26,15,35,32,13,34,33,0,26,0,31,24,44,52,11,2
"cell168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,25,11,16,17,22,14,6,15,9,16,7,2,0,0,24,2,8,0,14,0,1,9,0,4,20,4,13,27,0,25,0,1,22,24,25,14,9,8,13,9,0,22,17,14,25,13,20,20,14,11,8,11,0,13,16,2,19,27,10,16,31,26,40,18,2,21,24,17,5,27,15,0,24,40,10,13,12,24,15,35,0,21,0,15,0,12,0,16,23,25,0,0,27,6,17,10,21,1,4,0,12,9,13,0,8,20,25,20,26,12,12,2,20,16,21,25,10,40,21,13,10,19,13,0,8,26,0,18,21,23,39,0,33,13,0,0,1,4,3,15,6,7,22,14,17,0,9,3,6,3,13,6,4,6,13,1,1,1,17,9,11,9,19,5,8,0,0,10,17,0,0,24,0,0,0,0,7,5,18,30,13,18,11,16,15,24,5,0,6,6,2,12,17,15,15,15,14,16,31,29,15,7,4,2,10,18,7,6,15,2,7,8,12,20,7,21,0,2,25,2,17,10,12,8,17,0,2,23,7,4,3,4,0,25,7,3,17,4,19,23,13,0,16,9,5,7,17,19,6,5,24,0,1,5,20,9,21,1,11,6,13,6,2,21,16,9,0,19,16,0,0,13,22,23,0,0,11,13,18,25,10,9,3,18,27,19,13,15,13,13,3,22,4,12,12,0,18,26,9,17,4,20,8,21,24,5,9,1,5,2,11,1,2,35,11,4,5,13,8,8,1,5,10,14,6,0,15,1,0,11,2,12,4,6,0,1,13,0,0,25,23,0,9,0,0,18,7,4,14,29,8,5,8,12,26,25,15,13,16,0,24,0,38,16,19,41,15,6
